indice,estrellas,comentario,pos_tags,noun_phrases,entities,entity_density
36642,,camera with flash photodump chavito decide mudarse tiempo playa pesos sueno sabe nadar team calor desert island photodump playa playadelcarmenmexico quintanaroo cancun,"['NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['camera', 'flash photodump chavito', 'mudarse tiempo playa pesos sueno sabe nadar team calor desert island photodump playa playadelcarmenmexico quintanaroo cancun']",[],0.0
36713,,colaboracion carnal playa carmen mexico heart on fire playadelcarmenmexico djs artgallery mexico,"['NOUN', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['colaboracion carnal playa carmen mexico heart', 'fire playadelcarmenmexico djs artgallery mexico']","[{'text': 'mexico', 'label': 'GPE'}, {'text': 'playadelcarmenmexico djs', 'label': 'ORG'}, {'text': 'mexico', 'label': 'GPE'}]",0.25
36715,,riutequila incluido persona fire viaja dias noches noviembre red exclamation mark precio incluye airplane vuelo redondo luggage maleta kg documentada articulo personal oncoming bus traslados apto hotel apto office building alojamiento curry rice comidas snacks ilimitados cup with straw clinking beer mugs bebidas ilimitadas novi tours agencia viajes mins estadio rayados eloy cavazos round pushpin puede buscarnos novi tours agencia viajes google maps uber etc domingos mobile phone with arrow novitours agenciadeviajes vacaciones playadelcarmenmexico todoincluido viajaresvivir,"['PROPN', 'ADP', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'X', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'PROPN']","['riutequila', 'persona fire viaja dias', 'noviembre red exclamation mark precio incluye airplane vuelo redondo luggage maleta kg documentada articulo personal oncoming bus traslados apto hotel apto office building', 'alojamiento curry rice', 'snacks ilimitados cup', 'straw', 'beer mugs bebidas', 'novi tours', 'agencia', 'agencia', 'mobile phone', 'arrow novitours', 'agenciadeviajes vacaciones playadelcarmenmexico todoincluido viajaresvivir']","[{'text': 'riutequila incluido', 'label': 'PERSON'}, {'text': 'mark precio', 'label': 'PERSON'}, {'text': 'vuelo', 'label': 'PERSON'}, {'text': 'luggage maleta kg documentada', 'label': 'PERSON'}, {'text': 'hotel apto office', 'label': 'ORG'}]",0.06578947368421052
36742,,sweat droplets aqua cleaners pool solutions cuidamos alberca equipo capacitado servicio personalizado horarios convenientes comunicacion constante mantenerla siempre limpia saludable hermosa man swimming sparkles mobile phone with arrow contactanos deja alberca manos expertas alberca clean pool pooltime rivieramayamexico poolconstruction poolcleaning solution poolside pooldesign swimmingpool poolday puerto poolcleaningservice puertoaventuras albercas rivieramaya swimwear mexico puertoaventurasbeach puertoaventura puertoaventurasliving puertoaventurasmexico cleaneating solutions mexico mexico swimming riviera poolhouse,"['NOUN', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN']","['sweat droplets aqua cleaners pool solutions cuidamos alberca equipo capacitado servicio personalizado horarios', 'comunicacion constante mantenerla siempre limpia', 'saludable hermosa man swimming', 'mobile phone', 'arrow contactanos deja alberca manos expertas alberca clean pool pooltime rivieramayamexico poolconstruction poolcleaning solution poolside pooldesign swimmingpool poolday', 'poolcleaningservice puertoaventuras albercas rivieramaya', 'mexico', 'puertoaventurasbeach puertoaventura', 'puertoaventurasmexico', 'solutions', 'mexico mexico swimming riviera poolhouse']","[{'text': 'cuidamos alberca', 'label': 'PERSON'}, {'text': 'capacitado', 'label': 'GPE'}, {'text': 'personalizado', 'label': 'GPE'}, {'text': 'mexico', 'label': 'GPE'}, {'text': 'puertoaventura', 'label': 'GPE'}, {'text': 'mexico mexico', 'label': 'GPE'}]",0.09523809523809523
36798,,sparkles di hola piel lisa adios celulitis sparkles spa san dollar star struck cuidamos bienestar adentro hacia afuera mejor version misma empieza sentirte increible propia piel glowing star envelope with arrow contactanos agendar sesion puertoaventuras,"['PROPN', 'INTJ', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'NOUN']","['sparkles', 'hola piel lisa adios celulitis', 'spa san dollar star', 'cuidamos bienestar adentro hacia', 'afuera mejor version misma empieza', 'increible propia piel', 'star envelope', 'arrow contactanos agendar sesion puertoaventuras']","[{'text': 'san dollar', 'label': 'ORG'}, {'text': 'cuidamos bienestar', 'label': 'PERSON'}, {'text': 'adentro hacia', 'label': 'ORG'}, {'text': 'afuera mejor', 'label': 'ORG'}]",0.11428571428571428
36872,,collision white heart mejor recuerdo white heart collision rivieramaya playadelcarmen tulum puertoaventuras puertomorelos ventasinstagram bombasdehumo,"['NOUN', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'NOUN']","['collision white heart mejor recuerdo white heart collision rivieramaya playadelcarmen', 'puertoaventuras puertomorelos ventasinstagram bombasdehumo']","[{'text': 'recuerdo white', 'label': 'PERSON'}]",0.06666666666666667
36953,,imaginas vivir cerca playa mejor aun sparkles imagina vida tranquila cada dia fluye calma equilibrio house with garden hogar excelente conectividad hace rutina relajada segura man walking cerca prisas innecesarias herb naturaleza parte dia dia respira conecta vive siempre sonaste blue heart envelope with arrow escribeme descubre hacerlo realidad centralcondoliving puertomorelos realestate inversioninteligente,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'NOUN']","['imaginas vivir cerca playa mejor aun sparkles', 'calma', 'garden hogar excelente conectividad hace rutina relajada segura man walking cerca prisas', 'herb naturaleza parte dia dia respira conecta vive siempre sonaste blue heart envelope', 'arrow escribeme descubre hacerlo realidad', 'puertomorelos realestate inversioninteligente']","[{'text': 'imaginas vivir cerca playa', 'label': 'PERSON'}, {'text': 'tranquila', 'label': 'ORG'}, {'text': 'dia', 'label': 'ORG'}, {'text': 'rutina relajada segura', 'label': 'ORG'}, {'text': 'respira conecta', 'label': 'PERSON'}]",0.09433962264150944
36989,,hermoso puertomorelos lleno colores camera with flash,"['PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN']","['hermoso puertomorelos lleno', 'camera', 'flash']","[{'text': 'hermoso puertomorelos lleno colores', 'label': 'PERSON'}]",0.14285714285714285
37118,,herb blue heart sian lancha van descubre lugares magicos protegidos mexico reserva biosfera sian declarada patrimonio humanidad unesco star struck globe showing americas nombre significa puerta cielo origen cielo lengua maya llegas entiendes que aguas turquesas infinitas manglares delfines tortugas paz encuentra ningun lugar dolphin turtle green heart tour disenado vivas esencia natural caribe mexicano lejos ruido cerca vida salvaje small blue diamond tour incluye minibus transporte redondo cancun playa carmen tulum speaking head guia bilingue droplet agua bordo van sandwich snack dentro biosfera sandwich agua speedboat paseo horas lancha punta allen blue heart nado piscina natural grande mundo camera with flash tiempo libre fotos espectacular contenido cup with straw agua sabor restaurante fork and knife with plate platillo elegir filete pescado filete pollo carne calendar salidas miercoles sabado mobile phone with arrow reservas whatsapp sparkles siankaan chidotours tulum puntaallen mexicomagico experienciaschidas aventuracaribena reservanatural viajaresvivir turismoresponsable,"['NOUN', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADJ', 'PROPN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'PROPN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'ADJ', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'PRON', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'PROPN', 'VERB', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'PROPN', 'ADJ']","['herb', 'blue heart sian', 'lancha van descubre lugares', 'globe', 'cielo origen cielo', 'delfines tortugas paz encuentra ningun lugar', 'dolphin turtle green heart tour disenado vivas esencia natural caribe mexicano lejos ruido cerca vida salvaje small blue diamond tour incluye minibus transporte redondo cancun playa carmen tulum', 'head guia bilingue droplet agua bordo van sandwich snack', 'biosfera sandwich agua speedboat paseo horas', 'punta allen blue heart', 'piscina natural grande mundo camera', 'flash tiempo libre', 'espectacular contenido cup', 'straw agua sabor restaurante fork', 'knife', 'plate platillo elegir filete pescado filete pollo carne calendar', 'salidas miercoles', 'mobile phone', 'arrow reservas whatsapp', 'tulum puntaallen mexicomagico experienciaschidas aventuracaribena reservanatural viajaresvivir']","[{'text': 'sian lancha van descubre lugares', 'label': 'PERSON'}, {'text': 'magicos', 'label': 'NORP'}, {'text': 'mexico', 'label': 'GPE'}, {'text': 'biosfera sian declarada patrimonio', 'label': 'PERSON'}, {'text': 'unesco star', 'label': 'ORG'}, {'text': 'significa puerta', 'label': 'GPE'}, {'text': 'cielo origen cielo lengua', 'label': 'PERSON'}, {'text': 'llegas', 'label': 'PERSON'}, {'text': 'paz', 'label': 'GPE'}, {'text': 'vivas esencia', 'label': 'PERSON'}, {'text': 'lejos ruido cerca', 'label': 'PERSON'}, {'text': 'minibus', 'label': 'ORG'}, {'text': 'cancun playa', 'label': 'ORG'}, {'text': 'van', 'label': 'PERSON'}, {'text': 'piscina', 'label': 'NORP'}]",0.10273972602739725
37129,,tulum mexicancaribbean puntaallen azulik xcaret inlakech tribe dance roots islands blue ocean spirits die warriors jungle,"['PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN']","['tulum', 'xcaret inlakech', 'dance roots islands', 'blue ocean spirits', 'warriors']","[{'text': 'xcaret inlakech', 'label': 'PERSON'}]",0.0625
37199,,preventa mejor momento star struck round pushpin lotes residenciales frente punta maroma reconocida mundialmente playas hermosas water wave palm tree momento perfecto asegurar lugar paraiso chart increasing alta plusvalia briefcase ideal vivir invertir beach with umbrella frente playa clase mundial key haz realidad sueno vivir frente mar puntamaroma lotesfrentealmar preventaexclusiva vivirenelparaiso inversionsegura rivieramaya lotesresidenciales vidadeplaya,"['ADJ', 'NOUN', 'PROPN', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['preventa mejor momento star', 'round pushpin lotes residenciales frente punta maroma reconocida mundialmente playas hermosas water wave palm tree', 'perfecto asegurar lugar paraiso chart increasing alta plusvalia briefcase ideal vivir invertir beach']","[{'text': 'hermosas', 'label': 'PERSON'}, {'text': 'invertir beach', 'label': 'GPE'}, {'text': 'mar puntamaroma', 'label': 'PERSON'}, {'text': 'lotesfrentealmar', 'label': 'PERSON'}, {'text': 'inversionsegura rivieramaya', 'label': 'PERSON'}]",0.09090909090909091
37259,,palm tree sparkles imaginas tener terreno ademas recibir pase anual xcaret mexico asi lees roller coaster water wave luum premiamos inversion futuro adquiere terreno hoy disfruta beneficio exclusivo solo tiempo limitado round pushpin invierte cerca playa carmen house with garden terrenos gran plusvalia amenidades naturales admission tickets pase anual xcaret esperando speech balloon comenta info escribenos whatsapp mobile phone with arrow enviaremos detalles condiciones aplicar calendar promocion valida abril pushpin consulta terminos condiciones numero contacto luumha xcaretgratis terrenoconpremio playadelcarmen terrenosenventa puntamaroma inversionsegura paseanual quintanaroo tupatrimonio mexico promocion valida abril consulta terminos condiciones numero contacto ine quintana roo indispensable aplica pago enganche man raising hand ine quintana roo quiza mejor momento empezar patrimonio hermosa ciudad,"['NOUN', 'NOUN', 'VERB', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['palm tree', 'imaginas tener terreno ademas recibir pase anual xcaret mexico asi lees roller coaster water wave luum premiamos inversion futuro adquiere', 'terreno hoy disfruta beneficio', 'solo tiempo limitado round pushpin invierte cerca playa carmen house', 'garden terrenos gran plusvalia', 'naturales admission tickets', 'anual xcaret esperando speech balloon comenta info escribenos', 'mobile phone', 'arrow enviaremos', 'paseanual quintanaroo', 'tupatrimonio mexico', 'hand']","[{'text': 'ademas recibir', 'label': 'PERSON'}, {'text': 'xcaret mexico asi lees', 'label': 'PERSON'}, {'text': 'terreno hoy', 'label': 'PERSON'}, {'text': 'invierte cerca playa', 'label': 'ORG'}, {'text': 'xcaret esperando speech', 'label': 'PERSON'}, {'text': 'info escribenos', 'label': 'ORG'}, {'text': 'xcaretgratis terrenoconpremio', 'label': 'PERSON'}, {'text': 'quintanaroo tupatrimonio mexico promocion valida', 'label': 'PERSON'}, {'text': 'abril consulta', 'label': 'PERSON'}, {'text': 'ine quintana roo indispensable aplica pago enganche', 'label': 'ORG'}, {'text': 'ine quintana roo quiza', 'label': 'ORG'}]",0.09649122807017543
37274,,haz visita maroma beach inolvidable water wave palm tree sun complementa day pass brunch cualquiera siguientes actividades costo extra waverunner water wave parasailing parachute catamaran sailboat buceo diving mask jungle trail speedboat speedboat sunset catamaran sunrise pesca fishing pole pregunta informacion comentarios decidiste alguna reserva directamente al tel playamaroma playa maromabeach playadelcarmen daypass cuatrimotos tour puntamaroma catamaran buceo dive waverunner speedboat sunsetcatamaran,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'NOUN']","['haz visita maroma beach inolvidable water wave palm tree sun complementa day pass', 'brunch cualquiera', 'actividades', 'extra waverunner water wave', 'speedboat speedboat sunset catamaran sunrise pesca']","[{'text': 'maroma beach', 'label': 'GPE'}, {'text': 'sun complementa day', 'label': 'GPE'}, {'text': 'decidiste alguna', 'label': 'PERSON'}, {'text': 'al tel', 'label': 'ORG'}]",0.06451612903225806
37320,,sonríe respira lentamente thich nhat hanh sol noiretblancphotographie noirphotography noirlovers noir vision bnwzone bnwphotos bwphoto bwbeauty bwoftheday bwlovers bwphotography bnwmagic bnwlovers bnw fotografía,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'PROPN', 'PROPN']","['sonríe respira lentamente thich nhat', 'sol noiretblancphotographie noirphotography noirlovers', 'noir vision bnwzone', 'bwphoto bwbeauty bwoftheday bwlovers bwphotography bnwmagic bnwlovers', 'bnw fotografía']","[{'text': 'sonríe respira lentamente', 'label': 'PERSON'}]",0.043478260869565216
37412,,corazón azul reservar thebeachfrontbythefiveshotels feelthefives thefiveshotels playadelcarmen xcalacoco palmera i,"['PROPN', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'PROPN', 'NOUN', 'PROPN', 'NOUN', 'PRON']","['corazón azul reservar thebeachfrontbythefiveshotels', 'thefiveshotels playadelcarmen', 'xcalacoco palmera']","[{'text': 'xcalacoco', 'label': 'ORG'}]",0.1
37414,,bebida caliente reservar thebeachfrontbythefiveshotels feelthefives thefiveshotels playadelcarmen xcalacoco libro abierto,"['PROPN', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN']","['bebida caliente reservar thebeachfrontbythefiveshotels', 'thefiveshotels playadelcarmen xcalacoco libro abierto']","[{'text': 'xcalacoco', 'label': 'ORG'}]",0.1
37418,,reserve thebeachfrontbythefiveshotels feelthefives thefiveshotels playadelcarmen xcalacoco mareado todo listo solo faltas,"['PROPN', 'NOUN', 'VERB', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN']","['reserve thebeachfrontbythefiveshotels', 'thefiveshotels playadelcarmen', 'xcalacoco mareado todo listo solo faltas']","[{'text': 'xcalacoco', 'label': 'ORG'}]",0.09090909090909091
37467,,seis detenidos homicidio playa carmeceluladelictiva arrestados sido identificados jose guadalupe luis alfonso angel cristopher angel eduardo consuelo captura autoridades aseguraron tres armas fuego cortas tres vehiculos presuntamente utilizados intercambio disparos operacion captura llevada cabo policia municipal tras movilizacion rapida generada tiroteo smiling face with sunglasses agenda cerca ahora whatsapp agendaqr akumalfm playadelcarmen quintanaroo homicidio balacera fiscaliageneral policiamunicipal xcalacoco crimenorganizado seguridadpublica detenciones operativopoliciaco tiroteo inseguridad celuladelictiva,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADJ', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN']","['seis', 'jose guadalupe luis alfonso angel', 'vehiculos presuntamente utilizados', 'intercambio disparos operacion captura llevada cabo policia municipal tras movilizacion rapida generada tiroteo smiling face', 'sunglasses agenda cerca ahora whatsapp agendaqr akumalfm playadelcarmen', 'quintanaroo homicidio balacera fiscaliageneral policiamunicipal xcalacoco crimenorganizado']","[{'text': 'seis', 'label': 'ORG'}, {'text': 'guadalupe luis alfonso angel', 'label': 'PERSON'}, {'text': 'angel eduardo consuelo captura autoridades aseguraron tres', 'label': 'PERSON'}, {'text': 'fuego cortas tres vehiculos presuntamente', 'label': 'ORG'}, {'text': 'captura llevada', 'label': 'PERSON'}, {'text': 'generada', 'label': 'NORP'}, {'text': 'agenda cerca ahora', 'label': 'PERSON'}]",0.1076923076923077
37523,,water wave herb vive xel ha herb water wave sumergete paraiso lleno naturaleza agua cristalina aventura xel podras disfrutar tirolesas toboganes acuaticos rios nadar vistas espectaculares cada rincon smiling face with heart eyes woman biking recorre parque bicicleta rodeado selva herb conecta naturaleza senderos caletas miradores sweat droplets relajate flotando rio lanzate aventura fork and knife with plate disfruta alimentos bebidas dia sparkles ideal familias parejas amantes naturaleza green heart lugar diversion descanso viven preocupaciones xelha parquetodoincluido naturaleza aventuraencancun tirolesas toboganes viajaresvivir experienciasunicas rivieramaya palm tree sweat droplets,"['NOUN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADV', 'ADJ', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'ADV', 'ADJ', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'NOUN']","['water wave herb', 'vive xel', 'herb water wave sumergete paraiso lleno naturaleza agua cristalina aventura xel podras', 'acuaticos rios', 'nadar vistas espectaculares cada rincon smiling face', 'heart eyes woman', 'recorre parque bicicleta rodeado selva herb conecta naturaleza senderos caletas miradores sweat droplets', 'flotando rio lanzate aventura fork', 'knife', 'plate disfruta alimentos bebidas dia sparkles ideal', 'familias parejas amantes naturaleza green heart lugar diversion descanso', 'viven preocupaciones', 'naturaleza aventuraencancun tirolesas toboganes', 'viajaresvivir experienciasunicas rivieramaya palm tree sweat droplets']","[{'text': 'lleno naturaleza', 'label': 'PERSON'}, {'text': 'xel podras disfrutar tirolesas', 'label': 'ORG'}, {'text': 'acuaticos', 'label': 'CARDINAL'}, {'text': 'cada rincon', 'label': 'ORG'}, {'text': 'selva herb conecta', 'label': 'PERSON'}, {'text': 'aventuraencancun tirolesas', 'label': 'PERSON'}]",0.06818181818181818
