indice,estrellas,comentario,pos_tags,noun_phrases,entities,entity_density
43411,5.0,Beautiful and clean Loved laPaz,"['ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'PUNCT', 'PROPN', 'PROPN']",['Loved laPaz'],[],0.0
43420,5.0,Nice walk along the harbor. Very very hot for me.,"['ADJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'ADJ', 'ADP', 'PRON', 'PUNCT']","['the harbor', 'me']",[],0.0
43473,5.0,"A hotel on the Malecon is a good spot to stay at while in La Paz as everything is a few blocks away. You can choose to walk, rent a scooter, or a car to move around but parking is a bit scarce. Once you do find a parking spot you can walk to where you need to at only a few blocks away.","['DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'AUX', 'DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'SCONJ', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'ADV', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PART', 'VERB', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'PART', 'VERB', 'ADV', 'CCONJ', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'SCONJ', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADP', 'SCONJ', 'PRON', 'VERB', 'PART', 'ADP', 'ADV', 'DET', 'ADJ', 'NOUN', 'ADV', 'PUNCT']","['A hotel', 'the Malecon', 'a good spot', 'while', 'La Paz', 'everything', 'You', 'a scooter', 'a car', 'parking', 'you', 'a parking spot', 'you', 'you']","[{'text': 'Malecon', 'label': 'ORG'}, {'text': 'La Paz', 'label': 'FAC'}]",0.028985507246376812
43480,5.0,Public area. Sunsets are incredible. It gets busy at night time.,"['ADJ', 'NOUN', 'PUNCT', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","['Public area', 'Sunsets', 'It', 'night time']","[{'text': 'night', 'label': 'TIME'}]",0.07142857142857142
43485,5.0,We love walking exploring near the malecon,"['PRON', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['We', 'the malecon']",[],0.0
43533,5.0,The best pastime in La Paz And its free,"['DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'CCONJ', 'PRON', 'ADJ']","['The best pastime', 'La Paz']","[{'text': 'La Paz', 'label': 'FAC'}]",0.1
43549,4.0,"Beautiful coast walk, many small monuments have been erected on the way to the main square.. Must visit place in La Paz","['ADJ', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN']","['Beautiful coast walk', 'many small monuments', 'the way', 'the main square', 'place', 'La Paz']","[{'text': 'La Paz', 'label': 'FAC'}]",0.041666666666666664
43560,5.0,Nice place to visit.,"['ADJ', 'NOUN', 'PART', 'VERB', 'PUNCT']",['Nice place'],[],0.0
43618,4.0,"Beautiful, beware of traffic...","['ADJ', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'PUNCT']",['traffic'],[],0.0
43646,5.0,The Malecón is a truly awesomely place to hang out.,"['DET', 'PROPN', 'AUX', 'DET', 'ADV', 'ADV', 'NOUN', 'PART', 'VERB', 'ADP', 'PUNCT']","['The Malecón', 'a truly awesomely place']","[{'text': 'Malecón', 'label': 'PERSON'}]",0.09090909090909091
43678,5.0,Very nice and clean place to visit,"['ADV', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'PART', 'VERB']",['Very nice and clean place'],[],0.0
43698,5.0,Very nice Malecon with a variety of shops and restaurants. A nice break and away from the hustle of Cabo San Lucas.,"['ADV', 'ADJ', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['Very nice Malecon', 'a variety', 'shops', 'restaurants', 'A nice break', 'the hustle', 'Cabo San Lucas']","[{'text': 'Cabo San Lucas', 'label': 'LOC'}]",0.041666666666666664
43701,5.0,"Beautiful promenade to take a walk, ride a bike, rollerblading, etc. Great to take a walk and catch the sunset.","['ADJ', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'X', 'X', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT']","['Beautiful promenade', 'a walk', 'a bike', 'rollerblading', 'a walk', 'the sunset']",[],0.0
43711,5.0,"Lovely sunsets, family friendly lots of places to sit eat, have ice cream... Many things to do. There is even a volleyball court","['ADJ', 'NOUN', 'PUNCT', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PART', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PART', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['Lovely sunsets', 'family friendly lots', 'places', 'eat', 'ice cream', 'Many things', 'even a volleyball court']",[],0.0
43714,5.0,Lots of stuff going on. Most wonderful sunsets,"['NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT']","['Lots', 'stuff', 'Most wonderful sunsets']",[],0.0
43737,5.0,"The Malecon in La Paz is incredible, full of natural beauty, statues and incredible people from all over Mexico.","['DET', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'AUX', 'ADJ', 'PUNCT', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'ADV', 'ADP', 'PROPN', 'PUNCT']","['The Malecon', 'La Paz', 'natural beauty', 'statues', 'incredible people', 'Mexico']","[{'text': 'Mexico', 'label': 'GPE'}]",0.045454545454545456
43756,5.0,This best tour,"['DET', 'ADJ', 'NOUN', 'PUNCT']",['This best tour'],[],0.0
43763,5.0,I love watching the sunsets here,"['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADV']","['I', 'the sunsets']",[],0.0
43795,3.0,"Its my opinion the Malecon is overrated. Amongst other things, it could use many more pieces of public art. It could include food, art and other vendors on both sides of the promenade especially outdoor vendors. One shouldnt have to cross a busy thoroughfare to get to restaurants and vendors. I dont mean to be snooty but in my opinion it doesnt compare favorably to many other public seaside boardwalks.","['PRON', 'PRON', 'NOUN', 'DET', 'PROPN', 'AUX', 'VERB', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'PUNCT', 'NUM', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'PART', 'AUX', 'ADJ', 'CCONJ', 'ADP', 'PRON', 'NOUN', 'PRON', 'AUX', 'PART', 'VERB', 'ADV', 'ADP', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['the Malecon', 'other things', 'it', 'many more pieces', 'public art', 'It', 'food', 'art', 'other vendors', 'both sides', 'the promenade', 'especially outdoor vendors', 'a busy thoroughfare', 'restaurants', 'vendors', 'I', 'my opinion', 'it', 'many other public seaside boardwalks']","[{'text': 'Malecon', 'label': 'ORG'}]",0.0125
43818,4.0,Lovely walk on the ocean front with restaurants and shops galore.,"['ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT']","['Lovely walk', 'the ocean front', 'restaurants and shops galore']",[],0.0
43819,5.0,Great for lunch and night life,"['ADJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'NOUN']","['lunch', 'night']",[],0.0
43821,5.0,Great family atmosphere. Bring your skate board or some roller blades to take advantage of the wide smooth surfaces of the Malecon.,"['ADJ', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'NOUN', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']","['Great family atmosphere', 'your skate board', 'some roller blades', 'advantage', 'the wide smooth surfaces', 'the Malecon']","[{'text': 'Malecon', 'label': 'ORG'}]",0.041666666666666664
43825,5.0,"So many things to do and experience. Its a great place to spend the day. Enjoy the beach, shop, and eat. Great food anywhere you go at the Malecon","['ADV', 'ADJ', 'NOUN', 'PART', 'VERB', 'CCONJ', 'VERB', 'PUNCT', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'PUNCT', 'ADJ', 'NOUN', 'ADV', 'PRON', 'VERB', 'ADP', 'DET', 'PROPN']","['So many things', 'It', 'a great place', 'the day', 'the beach', 'shop', 'Great food', 'you', 'the Malecon']","[{'text': 'the day', 'label': 'DATE'}, {'text': 'Malecon', 'label': 'ORG'}]",0.05714285714285714
43830,5.0,Nice place to go out for a nice walk and catch some fresh air. Love this place always clean and some great views,"['ADJ', 'NOUN', 'PART', 'VERB', 'ADP', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADV', 'ADJ', 'CCONJ', 'DET', 'ADJ', 'NOUN']","['Nice place', 'a nice walk', 'some fresh air', 'this place', 'some great views']",[],0.0
43849,5.0,"Its clean, and its a perfect for skating","['PRON', 'AUX', 'ADJ', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'VERB', 'PUNCT']","['It', 'it', 'a perfect']",[],0.0
43850,5.0,Great maleon. Great food Great sunsets,"['ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADJ', 'NOUN']","['Great maleon', 'Great food Great sunsets']",[],0.0
43862,5.0,Amazing must visit place Great records,"['ADJ', 'AUX', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT']","['place', 'Great records']",[],0.0
43873,5.0,"Nice, clean, newish, cycle path, quite long. Many restaurants and bars. Some small beaches. Always full of people but not crowded except maybe Saturday night when it becomes the cruising strip with lines of cars going back and forth. Obviously, quite a fun place","['ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'PUNCT', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'PART', 'VERB', 'SCONJ', 'ADV', 'PROPN', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'DET', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'CCONJ', 'ADV', 'PUNCT', 'ADV', 'PUNCT', 'DET', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['Nice, clean, newish, cycle path', 'Many restaurants', 'bars', 'Some small beaches', 'people', 'maybe Saturday night', 'it', 'the cruising strip', 'lines', 'cars', 'Obviously, quite a fun place']","[{'text': 'Saturday night', 'label': 'TIME'}]",0.018518518518518517
43886,4.0,"Beautiful place to go for a stroll, very well taken care of and lots of restaurants and beautiful sunsets.","['ADJ', 'NOUN', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'VERB', 'NOUN', 'ADP', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']","['Beautiful place', 'a stroll', 'care', 'lots', 'restaurants', 'beautiful sunsets']",[],0.0
43895,5.0,Lovely malecon with several sculptures to view. Free palapas available on the beach,"['ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PART', 'VERB', 'PUNCT', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN']","['Lovely malecon', 'several sculptures', 'Free palapas', 'the beach']",[],0.0
43898,5.0,"Nice smooth concrete pathway, people roller skating and walking, good bike path along side. Ocean on one side road and lots of cafes on the other.","['ADJ', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'PUNCT']","['Nice smooth concrete pathway', 'people roller skating', 'walking', 'good bike path', 'side', 'Ocean', 'one side road', 'lots', 'cafes']",[],0.0
43900,5.0,"Well kept and bustling of people most of the time. Restaurants are a bit more pricey here, but you get the view of the sea and the people","['INTJ', 'VERB', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADV', 'ADJ', 'ADV', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN']","['people', 'the time', 'Restaurants', 'you', 'the view', 'the sea', 'the people']",[],0.0
43902,5.0,"Boardwalk along a beautiful beach with restaurants, bars and shops opposite the beach.","['VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['a beautiful beach', 'restaurants', 'bars', 'shops', 'the beach']",[],0.0
43918,5.0,"Nice seafront with people walking, jogging, rollerblading and generally enjoying themselves.","['ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'CCONJ', 'ADV', 'VERB', 'PRON', 'PUNCT']","['Nice seafront', 'people', 'jogging', 'themselves']",[],0.0
43923,5.0,"Very clean, streets nice atmosphere","['ADV', 'ADJ', 'PUNCT', 'VERB', 'ADJ', 'NOUN']",['nice atmosphere'],[],0.0
43925,5.0,Beautiful sea drive walk. Plenty of place to eat. The place looks so beautiful at night.,"['ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PART', 'VERB', 'PUNCT', 'DET', 'NOUN', 'VERB', 'ADV', 'ADJ', 'ADP', 'NOUN', 'PUNCT']","['Beautiful sea drive walk', 'Plenty', 'place', 'The place', 'night']","[{'text': 'night', 'label': 'TIME'}]",0.05263157894736842
43952,4.0,"Delicioso desayuno Nice View and service, delicious an variety of plates","['PROPN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADJ', 'DET', 'NOUN', 'ADP', 'NOUN']","['Delicioso desayuno', 'Nice View', 'service', 'an variety', 'plates']","[{'text': 'Nice View', 'label': 'FAC'}]",0.07692307692307693
43971,5.0,Great local beach spits much restaurants and shopping spits at least 3 different icecream places...,"['ADJ', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADV', 'ADV', 'NUM', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['Great local beach', 'much restaurants', 'shopping spits', 'at least 3 different icecream places']","[{'text': 'at least 3', 'label': 'CARDINAL'}]",0.0625
43985,5.0,Wonderful place to walk and enjoy the bay and the people.,"['ADJ', 'NOUN', 'PART', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT']","['Wonderful place', 'the bay', 'the people']",[],0.0
43992,5.0,Great walk in one of the best Malecon s of Mexico,"['ADJ', 'NOUN', 'ADP', 'NUM', 'ADP', 'DET', 'ADJ', 'PROPN', 'NOUN', 'ADP', 'PROPN']","['Great walk', 'the best Malecon s', 'Mexico']","[{'text': 'Malecon s', 'label': 'ORG'}, {'text': 'Mexico', 'label': 'GPE'}]",0.18181818181818182
43997,5.0,"The La Paz Malecón was great Beautiful views, not many people. We ate at a great restaurant looking out and the water","['DET', 'PROPN', 'PROPN', 'PROPN', 'AUX', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'PART', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'CCONJ', 'DET', 'NOUN', 'PUNCT']","['The La Paz Malecón', 'Beautiful views', 'not many people', 'We', 'a great restaurant', 'the water']",[],0.0
44008,5.0,"This is where to be to people watch, see the sunset, roller bladeskate, cycle, eat ice cream, hold hands, sit under a palapa,walk your dog, and take photos of friends, family, and art sculptures. Locals come every night, because this is the only smooth surface to enjoy your new skates and scooter Very impressed with the handicap playground Great bike lane that gets hand swept frequently. Covid Update masks are required around town. In the evening, police will tell you to keep it on, even between sips of smoothie. 01.04.2022","['PRON', 'AUX', 'SCONJ', 'PART', 'AUX', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'DET', 'VERB', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT', 'SCONJ', 'PRON', 'AUX', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PART', 'VERB', 'PRON', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADV', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PRON', 'VERB', 'NOUN', 'VERB', 'ADV', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'AUX', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'AUX', 'VERB', 'PRON', 'PART', 'VERB', 'PRON', 'ADP', 'PUNCT', 'ADV', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'X']","['This', 'people', 'the sunset', 'cycle', 'ice cream', 'hands', 'your dog', 'photos', 'friends', 'family', 'art sculptures', 'Locals', 'this', 'the only smooth surface', 'your new skates', 'scooter', 'the handicap playground', 'Great bike lane', 'that', 'hand', 'Covid Update masks', 'town', 'the evening', 'police', 'you', 'it', 'sips', 'smoothie']","[{'text': 'every night', 'label': 'TIME'}, {'text': 'Covid Update', 'label': 'PERSON'}]",0.01818181818181818
44016,4.0,Clean and fast,"['ADJ', 'CCONJ', 'ADJ']",[],[],0.0
44026,5.0,Probably the best Malecon in all of Mexico,"['ADV', 'DET', 'ADJ', 'PROPN', 'ADP', 'PRON', 'ADP', 'PROPN']","['Probably the best Malecon', 'all', 'Mexico']","[{'text': 'Malecon', 'label': 'ORG'}, {'text': 'Mexico', 'label': 'GPE'}]",0.25
44027,5.0,Nice stroll with scenic vistas enhanced by a series of marvelous civic statues. Public playitas with palapas. Some sweet baroque architecture and mural art.,"['ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']","['Nice stroll', 'scenic vistas', 'a series', 'marvelous civic statues', 'Public playitas', 'palapas', 'Some sweet baroque architecture', 'mural art']",[],0.0
44031,4.0,Generous portions and tasty food.,"['ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']","['Generous portions', 'tasty food']",[],0.0
44042,5.0,"The only way to end the day, strolling along the malacon watching the sun set","['DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN']","['The only way', 'the day', 'the malacon', 'the sun']","[{'text': 'the day', 'label': 'DATE'}]",0.0625
44046,5.0,Always something cool on the malecón. Visit the skate park. Lots of talented kids having a wholesome good time just like they should and deserve. All smiles here. I love this place.,"['ADV', 'PRON', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADV', 'SCONJ', 'PRON', 'AUX', 'CCONJ', 'VERB', 'PUNCT', 'DET', 'NOUN', 'ADV', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","['Always something', 'the malecón', 'the skate park', 'Lots', 'talented kids', 'a wholesome good time', 'they', 'All smiles', 'I', 'this place']",[],0.0
44053,5.0,Bautiful place to walk,"['ADJ', 'NOUN', 'PART', 'VERB']",['Bautiful place'],[],0.0
44086,5.0,Beautiful boardwalk with tons of shops and restaurants along the way. Great sight seeing and very relaxing place to be. Also very handicapped friendly. I was surprised to see very accessible wheelchair ramps.,"['ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'NOUN', 'PART', 'AUX', 'PUNCT', 'ADV', 'ADV', 'ADJ', 'ADJ', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'PART', 'VERB', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['Beautiful boardwalk', 'tons', 'shops', 'restaurants', 'the way', 'Great sight seeing', 'very relaxing place', 'I', 'very accessible wheelchair ramps']",[],0.0
44094,5.0,Peaceful and alive at the same time,"['ADJ', 'CCONJ', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']",['the same time'],[],0.0
44101,5.0,"It is beautiful to walk, run or bike","['PRON', 'AUX', 'ADJ', 'PART', 'VERB', 'PUNCT', 'VERB', 'CCONJ', 'NOUN']",['It'],[],0.0
44105,4.0,Its long lots of art great space for all,"['PRON', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'PRON']","['Its long lots', 'art great space', 'all']",[],0.0
44109,5.0,"Beautiful view, very safe and relaxing to walk on the Malecon.","['ADJ', 'NOUN', 'PUNCT', 'ADV', 'ADJ', 'CCONJ', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'PROPN', 'PUNCT']","['Beautiful view', 'the Malecon']","[{'text': 'Malecon', 'label': 'ORG'}]",0.07692307692307693
44124,5.0,Must visit when you travel to Baja.,"['AUX', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADP', 'PROPN', 'PUNCT']","['you', 'Baja']","[{'text': 'Baja', 'label': 'GPE'}]",0.125
44130,5.0,Its beautiful,"['PRON', 'AUX', 'ADJ']",['It'],[],0.0
44132,5.0,A very na e place to go to walk and eat,"['DET', 'ADV', 'ADP', 'NOUN', 'NOUN', 'PART', 'VERB', 'PART', 'VERB', 'CCONJ', 'VERB']",['A very na e place'],[],0.0
44142,5.0,"Beautiful walkway along the water that is about 3 miles long. Great place to people watch and stop in restaurants, bars and shops. Great views of the sunset as well. Its extremely lively on the weekend with both tourists and locals. There are small beaches you can hang out on as well. They arent the nicest beaches but its what to expect for a city beach.","['ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'ADV', 'NUM', 'NOUN', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'ADV', 'PUNCT', 'PRON', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'CCONJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADP', 'ADP', 'ADV', 'ADV', 'PUNCT', 'PRON', 'AUX', 'PART', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'PRON', 'PRON', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['Beautiful walkway', 'the water', 'that', 'Great place', 'people', 'restaurants', 'bars', 'shops', 'Great views', 'the sunset', 'the weekend', 'both tourists', 'locals', 'small beaches', 'you', 'They', 'the nicest beaches', 'its what', 'a city beach']","[{'text': 'about 3 miles', 'label': 'QUANTITY'}, {'text': 'the weekend', 'label': 'DATE'}]",0.02702702702702703
44151,5.0,"Must visit if you visit, nice place to walk around and take some pictures, in front of the malecón are so many bars and restaurants as well souvenir stores if you want to buy something, banks and ice cream shops as well.","['AUX', 'VERB', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'ADJ', 'NOUN', 'PART', 'VERB', 'ADV', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'ADV', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADV', 'ADV', 'NOUN', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'PART', 'VERB', 'PRON', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'NOUN', 'ADV', 'ADV', 'PUNCT']","['you', 'nice place', 'some pictures', 'front', 'the malecón', 'so many bars', 'restaurants', 'souvenir stores', 'you', 'something', 'banks', 'ice cream shops']",[],0.0
