indice,estrellas,comentario,pos_tags,noun_phrases,entities,entity_density
5873,,unforgettable experience service hope return soon richie drake pollo temo excellent guides,"['ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'X', 'PROPN', 'VERB', 'ADJ', 'DET']","['unforgettable experience', 'service hope']","[{'text': 'drake pollo', 'label': 'PER'}]",0.08333333333333333
5883,,excellent experience guides never experience unique best birthday,"['ADJ', 'NOUN', 'VERB', 'ADV', 'NOUN', 'ADJ', 'AUX', 'DET']",['excellent experience'],[],0.0
5968,,richie amazing super fun made sure got line enjoyed come visit beautiful tour energy,"['NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'VERB', 'ADV', 'ADJ']","['richie amazing', 'fun made sure', 'line enjoyed come']","[{'text': 'amazing super', 'label': 'MISC'}]",0.07142857142857142
6163,,excellent experience guides zip lines best friendly transport driver turned,"['ADJ', 'NOUN', 'X', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'VERB', 'NOUN']","['excellent experience guides', 'zip lines', 'transport']","[{'text': 'zip lines best', 'label': 'MISC'}]",0.1
6189,,excellent service attitude guides beautiful place make feel confident recommended,"['ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'VERB']","['excellent service attitude', 'beautiful place make']",[],0.0
6209,,unforgettable experience service hope return soon richie drake pollo temo excellent guides,"['ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'X', 'PROPN', 'VERB', 'ADJ', 'DET']","['unforgettable experience', 'service hope']","[{'text': 'drake pollo', 'label': 'PER'}]",0.08333333333333333
6219,,excellent experience guides never experience unique best birthday,"['ADJ', 'NOUN', 'VERB', 'ADV', 'NOUN', 'ADJ', 'AUX', 'DET']",['excellent experience'],[],0.0
7413,,unique beautiful place go mezcal everyone chocolate pairings,"['ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADJ', 'ADJ']","['unique beautiful place', 'go mezcal']",[],0.0
7590,,place beautiful distillery tour excellent see agave taste best,"['NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'NOUN']","['place beautiful', 'tour excellent', 'best']",[],0.0
8143,,time visit tequila entertaining taste experience,"['ADJ', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'NOUN']",['taste experience'],[],0.0
8232,,ones sand sculptures human statues see sculpture tours recommended chance next visit,"['ADJ', 'ADJ', 'ADJ', 'VERB', 'ADJ', 'ADJ', 'PRON', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'ADV']",['sculpture tours'],"[{'text': 'ones sand', 'label': 'PER'}]",0.08333333333333333
8258,,super fun felt safe fun get resort hours statues beautiful,"['VERB', 'VERB', 'NOUN', 'PROPN', 'NOUN', 'ADJ', 'VERB', 'ADV', 'ADJ', 'NOUN']","['felt', 'fun']","[{'text': 'super fun felt', 'label': 'MISC'}, {'text': 'get resort', 'label': 'PER'}]",0.2
8281,,tons food options vendors unique unique great place hang love place,"['NOUN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'NOUN']",['tons food'],[],0.0
9406,,fun place stop quick drink take pretty quite expensive far food souvenirs,"['ADJ', 'NOUN', 'X', 'ADJ', 'NOUN', 'X', 'NOUN', 'ADV', 'ADJ', 'ADJ', 'ADJ', 'ADJ']",['fun place'],[],0.0
9522,,went times quiet,"['VERB', 'ADJ', 'SCONJ']",[],[],0.0
9675,,place able see,"['NOUN', 'ADJ', 'PROPN']",['place able'],[],0.0
9906,,beautiful place swim dirty restaurants beautiful,"['NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB']","['beautiful place swim', 'restaurants beautiful']",[],0.0
12382,,beautiful place palapas get,"['NOUN', 'NOUN', 'ADV', 'ADJ']",['beautiful place'],[],0.0
12821,,little tour guides provide good pups get little playful nip,"['AUX', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'AUX', 'ADJ', 'X']",['little tour guides'],"[{'text': 'little tour guides provide', 'label': 'MISC'}, {'text': 'get little playful', 'label': 'MISC'}]",0.2
12979,,beautiful place chance dolphins even sailing,"['NOUN', 'NOUN', 'NOUN', 'ADV', 'ADP', 'PROPN']","['beautiful place chance', 'sailing']",[],0.0
13047,,scuba diving lions lifetime experience get try,"['ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADV']",['diving lions lifetime'],"[{'text': 'scuba diving', 'label': 'PER'}]",0.14285714285714285
13664,,little tour guides provide good pups get little playful nip,"['AUX', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'AUX', 'ADJ', 'X']",['little tour guides'],"[{'text': 'little tour guides provide', 'label': 'MISC'}, {'text': 'get little playful', 'label': 'MISC'}]",0.2
13822,,beautiful place chance dolphins even sailing,"['NOUN', 'NOUN', 'NOUN', 'ADV', 'ADP', 'PROPN']","['beautiful place chance', 'sailing']",[],0.0
13890,,scuba diving lions lifetime experience get try,"['ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADV']",['diving lions lifetime'],"[{'text': 'scuba diving', 'label': 'PER'}]",0.14285714285714285
15652,,lots restaurants bars various tourist souvenir shops tour,"['NOUN', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'VERB', 'ADV', 'NOUN']","['lots restaurants bars various', 'shops tour']","[{'text': 'shops', 'label': 'LOC'}]",0.125
15958,,big malecon excellent beautiful lots art beautiful views restaurants bars souvenir stores etc available wife love city said quite enough options fun,"['PRON', 'VERB', 'ADV', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'ADV', 'VERB', 'ADP', 'PRON', 'ADJ', 'NOUN', 'ADJ']","['big', 'excellent beautiful', 'art beautiful views']","[{'text': 'big malecon', 'label': 'MISC'}, {'text': 'wife love city', 'label': 'ORG'}]",0.09090909090909091
16188,,quiet place nice place great view,"['SCONJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ']",['quiet place'],[],0.0
16217,,nice quiet beach perfect lunch enjoy sun sun quiet,"['NOUN', 'SCONJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'SCONJ']","['nice', 'quiet beach perfect']","[{'text': 'nice', 'label': 'LOC'}, {'text': 'beach', 'label': 'LOC'}, {'text': 'sun', 'label': 'ORG'}, {'text': 'sun', 'label': 'ORG'}]",0.4444444444444444
16302,,must visit beautiful inside go center,"['NOUN', 'VERB', 'ADJ', 'ADJ', 'CCONJ', 'VERB']",['must'],"[{'text': 'must', 'label': 'PER'}]",0.16666666666666666
16401,,one beautiful must see across street place sit go,"['NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'ADP']","['one beautiful', 'must', 'place']","[{'text': 'one beautiful must see across street', 'label': 'MISC'}]",0.1111111111111111
16606,,quiet beach get great massage blue hour,"['PRON', 'NOUN', 'AUX', 'NOUN', 'ADJ', 'VERB', 'ADP']",['quiet beach get great'],"[{'text': 'quiet beach get great massage blue hour', 'label': 'MISC'}]",0.14285714285714285
18587,,sell expensive place dirty,"['NOUN', 'ADJ', 'NOUN', 'VERB']",['sell expensive'],[],0.0
18902,,lion dolphins encounter lot give one one experience dolphins chance lifetime,"['NOUN', 'ADV', 'VERB', 'NOUN', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'NOUN', 'ADJ']","['lion dolphins', 'lot', 'give one', 'chance lifetime']","[{'text': 'one one', 'label': 'MISC'}]",0.09090909090909091
18989,,unique experience get dolphin ride pet dolphins even bit get put snorkeling pool feet dolphin lot fun group total people even buy pictures get pictures packages,"['ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'ADV', 'ADP', 'ADJ', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'ADJ', 'ADJ', 'ADP', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADJ']","['unique experience get', 'put snorkeling pool feet']","[{'text': 'get dolphin ride', 'label': 'PER'}, {'text': 'pool feet dolphin lot fun group total people', 'label': 'MISC'}]",0.07692307692307693
19012,,unique experience need try least lifetime dolphins friendly,"['ADJ', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADJ', 'ADV', 'ADJ']",['unique experience'],"[{'text': 'try least', 'label': 'PER'}]",0.125
19541,,excellent experience time patient spent time dolphins lions,"['ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'ADJ']","['excellent experience time', 'patient']",[],0.0
19601,,fun trip pictures dolphins expensive make sure bring,"['NOUN', 'ADP', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'VERB', 'ADJ']","['fun trip pictures', 'make']",[],0.0
19723,,excellent park lot fun experience dolphins unforgettable,"['ADJ', 'PRON', 'PROPN', 'VERB', 'NOUN', 'ADV', 'ADJ']","['excellent park lot', 'fun experience']","[{'text': 'park', 'label': 'PER'}]",0.14285714285714285
19735,,excellent experience dolphins lions best animals look happy,"['ADJ', 'NOUN', 'ADV', 'ADJ', 'X', 'VERB', 'ADJ', 'ADJ']",['excellent experience'],[],0.0
19988,,pictures th avenue alive questions help,"['NOUN', 'PRON', 'NOUN', 'ADJ', 'NOUN', 'ADJ']","['pictures', 'th avenue alive', 'questions help']",[],0.0
20606,,avenida better times unique beautiful get place must visit ever staying playa carmen,"['VERB', 'VERB', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'PROPN', 'NOUN', 'ADJ']","['times unique', 'get place', 'must', 'playa carmen']","[{'text': 'must', 'label': 'PER'}]",0.07692307692307693
20710,,mixed tourist souvenirs etc nice restaurants friendly,"['ADJ', 'VERB', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADJ']",[],"[{'text': 'mixed tourist', 'label': 'PER'}]",0.14285714285714285
20757,,fun area lots restaurants bars night life spots souvenir stores plenty boutiques avoid tourist trap restaurants,"['PRON', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'ADV', 'NOUN']","['fun area', 'restaurants bars', 'life', 'stores plenty boutiques', 'trap restaurants']","[{'text': 'bars night life', 'label': 'MISC'}]",0.0625
21829,,unique amazing experience favorite part adventure cenotes tour guide amazing guide helpful travel visit place definitely recommend guide name sure,"['ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'VERB', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'ADV', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'ADJ']","['unique amazing experience', 'part', 'cenotes tour', 'helpful travel visit place', 'name']","[{'text': 'amazing', 'label': 'LOC'}]",0.05
22445,,bit much get sure else see explore unique natural,"['ADJ', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'ADJ', 'ADV', 'ADJ', 'ADJ']",[],"[{'text': 'bit much get sure', 'label': 'PER'}]",0.1111111111111111
22454,,line bat cave dive unique environment incredible crystal clear water formations caves cool different dives multiple entrances,"['NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN']","['line bat cave', 'formations caves', 'cool', 'entrances']","[{'text': 'line', 'label': 'PER'}]",0.058823529411764705
22548,,cenote beautiful place unique water clear little bit entrance fee place little enjoy,"['NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'PRON', 'PRON', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN']","['cenote beautiful', 'clear', 'little', 'fee place']",[],0.0
23584,,far one best experiences guided passionate guide chance explore beautiful cave cavern cenotes lifetime experience absolute must list coming,"['ADJ', 'NOUN', 'NOUN', 'ADJ', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'X']","['far one best experiences', 'guided passionate', 'chance', 'lifetime experience', 'must']","[{'text': 'one best experiences', 'label': 'MISC'}]",0.05263157894736842
23602,,place beautiful guide made day care people group fine experience,"['NOUN', 'ADJ', 'VERB', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN']","['place beautiful', 'group fine experience']",[],0.0
24302,,excellent experience attention hope return soon,"['ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ']","['excellent experience', 'attention hope', 'return soon']",[],0.0
24399,,excellent attention kindness part unforgettable experience,"['ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN']","['excellent attention kindness', 'part unforgettable experience']",[],0.0
24575,,unique animation guys like denisse good waiter service,"['ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN']","['unique animation guys', 'service']","[{'text': 'like denisse good waiter', 'label': 'MISC'}]",0.125
24606,,excellent facilities excellent service jlo recommend come,"['ADJ', 'NOUN', 'ADV', 'NOUN', 'PRON', 'ADJ', 'NOUN']","['excellent facilities', 'excellent service', 'jlo recommend come']",[],0.0
24644,,excellent unique fun adventure thank making something unique fun thank,"['ADJ', 'ADJ', 'ADJ', 'VERB', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'PRON', 'VERB']",[],[],0.0
24653,,unique experience adults children much fun love see happy grateful always guys,"['ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADV', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ']",['unique experience adults'],"[{'text': 'children much', 'label': 'PER'}]",0.08333333333333333
30724,,excellent prices excellent friendly professional staff,"['ADJ', 'NOUN', 'ADV', 'NOUN', 'ADJ', 'ADP']",['excellent prices excellent friendly professional'],[],0.0
32616,,resolucion mexico objectif accompagner participants debuter annee connexion harmonie essence environnement retraite met accent retour vers soi mise pratique saines habitudes vie developpement techniques diverses aideront participants decouvrir convivialite joie vivre vie tous jours tout respectant nature profonde reservations autres questions hesitez contacter informations reservations christine malek christine malek rodolfo garcia courriel resolucionmexico com yoga danse mexico oaxaca yogaretreat findyourself spirituality pacificcoast sanagustinhuatulco resolucionmexico oaxacatravel bepresent,"['NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADV', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'VERB', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'ADV', 'X', 'X', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADV', 'ADJ', 'ADJ', 'ADJ', 'VERB']","['resolucion mexico', 'objectif', 'participants', 'essence environnement retraite', 'retour', 'soi mise pratique', 'habitudes vie', 'participants', 'vie', 'tous jours', 'nature profonde', 'autres questions', 'informations', 'christine malek', 'christine', 'danse', 'oaxaca', 'spirituality pacificcoast']","[{'text': 'christine malek rodolfo garcia courriel resolucionmexico com yoga', 'label': 'ORG'}, {'text': 'spirituality pacificcoast sanagustinhuatulco resolucionmexico', 'label': 'PER'}]",0.030303030303030304
32617,,resolucion mexico objectif accompagner participants debuter annee connexion harmonie essence environnement retraite met accent retour vers soi mise pratique saines habitudes vie developpement techniques diverses aideront participants decouvrir convivialite joie vivre vie tous jours tout respectant nature profonde reservations autres questions hesitez contacter informations reservations christine malek rodolfo garcia courriel resolucionmexico com yoga danse mexico oaxaca yogaretreat findyourself spirituality pacificcoast sanagustinhuatulco resolucionmexico oaxacatravel bepresent,"['NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADV', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'VERB', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'VERB', 'PROPN', 'X', 'X', 'X', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADV', 'ADJ', 'ADJ', 'ADJ', 'VERB']","['resolucion mexico', 'objectif', 'participants', 'essence environnement retraite', 'retour', 'soi mise pratique', 'habitudes vie', 'participants', 'vie', 'tous jours', 'nature profonde', 'autres questions', 'informations', 'danse', 'oaxaca', 'spirituality pacificcoast']","[{'text': 'christine malek', 'label': 'PER'}, {'text': 'spirituality pacificcoast sanagustinhuatulco resolucionmexico', 'label': 'PER'}]",0.03125
32863,,journee bien paisible baie tangolunda happy sunday,"['NOUN', 'ADV', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'ADJ']","['journee', 'bien paisible baie tangolunda']","[{'text': 'journee', 'label': 'PER'}]",0.14285714285714285
32990,,poster event beach blue sky tres detaille bfmtv studio cachette made eclairage volumetrique,"['VERB', 'ADV', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ']","['beach', 'sky tres detaille bfmtv', 'eclairage volumetrique']",[],0.0
33824,,group people sitting table outside restaurant terrasse restaurant busy restaurant restaurant exterior photography restaurant sao paulo fancy restaurant restaurant sublime comforting ambience restaurant sao paulo restaurant background expensive restaurant comfortable atmosphere sbt coffee shop sublime comforting ambience restaurant,"['ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'VERB', 'NOUN', 'VERB', 'VERB', 'ADJ', 'VERB', 'VERB', 'ADJ', 'PROPN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'PROPN', 'VERB', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB']","['sitting table', 'paulo fancy', 'sublime comforting', 'ambience', 'paulo', 'background', 'atmosphere']","[{'text': 'group people', 'label': 'ORG'}, {'text': 'sao paulo', 'label': 'PER'}, {'text': 'sao paulo', 'label': 'PER'}, {'text': 'background', 'label': 'MISC'}]",0.10526315789473684
34330,,poster event beach yoga tres detaille catalogue raisonne canva iso google parti resolution reneissance epaule devant pose,"['VERB', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADV', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADP', 'NOUN']","['poster event beach', 'tres detaille', 'raisonne canva', 'google', 'resolution', 'reneissance']","[{'text': 'google', 'label': 'ORG'}]",0.058823529411764705
34690,,friend trip friends beautifulplaces sunset lapazmexico beautifulpeople,"['VERB', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ']",['friends beautifulplaces sunset'],"[{'text': 'trip friends beautifulplaces', 'label': 'PER'}]",0.14285714285714285
34837,,sexy mode sexycouple sexyboot lapazmx,"['ADJ', 'NOUN', 'ADV', 'VERB', 'NOUN']",['sexy mode'],"[{'text': 'sexy mode sexycouple', 'label': 'PER'}]",0.2
35199,,gratitude infinie sparkles voyage mexique parents gens cur sens bien simplement aimee accueillie epanouie moments font partie plus grands bonheurs vie white heart voyagevoyage voyagefamille family voyagemexique lacruzdehuanacaxtle rivieranayarit nayaritmexico,"['NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'ADV', 'AUX', 'VERB', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'PRON', 'VERB', 'ADJ']","['gratitude infinie sparkles', 'parents gens', 'cur sens bien simplement aimee accueillie epanouie moments', 'partie', 'plus grands bonheurs vie', 'heart', 'voyagevoyage', 'voyagefamille family voyagemexique']","[{'text': 'mexique', 'label': 'LOC'}, {'text': 'white heart', 'label': 'MISC'}]",0.06666666666666667
35374,,atardeceres nuevo nayarit simplemente sunsets nuevo nayarit simply wonderful couchers soleil nuevo nayarit tout simplement magnifiques rivieranayarit mexico vallarta nuevonayarit sunset,"['ADJ', 'NOUN', 'VERB', 'ADJ', 'VERB', 'PRON', 'ADJ', 'VERB', 'X', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'ADV', 'ADV', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'VERB', 'NOUN']",['atardeceres nuevo'],"[{'text': 'atardeceres nuevo', 'label': 'PER'}]",0.047619047619047616
35832,,mist cool air sun comes sierra madre mountains san blas nayarit mexico sunrise sanblasnayarit sierramadremountains nayarit tripramblernick,"['VERB', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN']","['sierra', 'tripramblernick']","[{'text': 'mist cool air', 'label': 'MISC'}, {'text': 'sun comes', 'label': 'ORG'}, {'text': 'san blas', 'label': 'LOC'}]",0.17647058823529413
35997,,sparkles woman in lotus position journee massage woman in lotus position sparkles aujourd hui chance faire gater centre massotherapie yoga san pancho recu massage profondement relaxant corps aussi intensement spirituel woman in lotus position etait soin unique combinant massage tactile parfums enveloppants citronnelle lemon eau rose rose ainsi purification traditionnelle realisee aide sauge mexicaine salvia mexicana seedling plante locale reconnue proprietes energetiques massage ete apaisant ressourcant incroyablement regenerant corps autant esprit immense merci gabriela toute equipe centre san pancho folded hands recommandons cet endroit tous ceux souhaitent vivre moment detente profonde san pancho elestar sanpanchoanimales sanpanchonayarit desert island sun with face heart suit sanpancho spamobileduquebec,"['ADJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'X', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'NOUN', 'AUX', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'AUX', 'ADJ', 'ADV', 'VERB', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'PROPN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'ADJ', 'DET', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'X', 'PROPN', 'X', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'VERB', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADV', 'VERB', 'NOUN', 'NOUN', 'ADV', 'DET', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADJ', 'PRON', 'VERB', 'VERB', 'NOUN', 'ADJ', 'VERB', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADJ']","['lotus', 'position journee', 'lotus', 'position sparkles', 'chance', 'centre massotherapie', 'san pancho recu massage', 'lotus', 'soin', 'enveloppants', 'lemon eau rose rose ainsi purification traditionnelle realisee aide', 'corps', 'immense', 'tous ceux', 'moment detente', 'pancho elestar', 'face heart suit']","[{'text': 'sparkles woman in', 'label': 'MISC'}, {'text': 'journee massage', 'label': 'PER'}, {'text': 'san pancho', 'label': 'LOC'}, {'text': 'woman in', 'label': 'MISC'}, {'text': 'mexicana', 'label': 'LOC'}, {'text': 'massage ete', 'label': 'PER'}, {'text': 'sun with', 'label': 'MISC'}, {'text': 'sanpancho spamobileduquebec', 'label': 'PER'}]",0.0761904761904762
