lugar,estrellas,texto
catedral_la_paz,5,muy bonita iglesia no es ostentoso es mas bien sencilla las misas son rapidas y con mucho mensaje la gente amable y tranquila me tomo por sorpresa que el viacrucis esta en ingles
catedral_la_paz,4,una iglesia con una gran historia muy bonitasin grandes lujos
catedral_la_paz,5,catedral de la paz pequena sencilla y con encanto la catedral de la paz no es una catedral majestuosa como las del centro o sur de mexico donde la arquitectura colonial y los detalles barrocos te dejan sin aliento esta es todo lo contrario una catedral pequena sencilla y discreta pero con un encanto muy especial esta a un par de cuadras del malecon y su fachada modesta junto con su interior austero invitan a la tranquilidad y a la reflexion no esperes una gran obra de arte pero si un espacio bonito y sereno que vale la pena conocer si estas explorando el centro historico de la paz
catedral_la_paz,5,muy bonito edificio
catedral_la_paz,4,we had a nice walk around the square
catedral_la_paz,5,tranquilidad para estar con jesus sacramentado
catedral_la_paz,5,lugar para meditar y orar
catedral_la_paz,5,muy bien conservada por dentro y por fuera
catedral_la_paz,5,muy bonita la misa y las confesiones super rapidas
catedral_la_paz,5,muy bonito
catedral_la_paz,5,paz y quietud maravilla de construccion arquitectonica
catedral_la_paz,5,very nice church
catedral_la_paz,5,muy bonita
catedral_la_paz,5,bonita por fuera
catedral_la_paz,5,such a beautiful church
catedral_la_paz,5,no la conocia esta linda y bien cuidada pero el sacerdote no tomo en cuenta que era una misa de accion de gracias de unos xv anos y no permitio al fotografo hacer su trabajo es una lastima el sermon estuvo mas o menos como apurado
catedral_la_paz,5,es muy bella y se siente mucha paz
catedral_la_paz,5,hermosa y tranquila cd
catedral_la_paz,4,me falta mas se veia muy vacia
catedral_la_paz,4,un lugar hermoso que no debe faltar en tu visita en verdad es unico
catedral_la_paz,5,un lugar muy bonito que emana mucha paz
catedral_la_paz,5,muy hermosa variedad de misasmuy tranquilo para ir al santisimo
catedral_la_paz,5,hermosa capilla con espacios amplios atrio muy bonito muchas misas todos los dias aun pendiente por la conclusion de la obra pero todo muy bien
catedral_la_paz,5,dios los bendiga a todos
catedral_la_paz,5,un lugar hermoso y tranquilo
catedral_la_paz,5,linda y diferente
catedral_la_paz,5,excelente servicio
catedral_la_paz,5,lugar historico en la paz
catedral_la_paz,5,es una catedral con un estilo arquitectonico neoclasico sobrio en su exterior del siglo xviii estuvo solitaria en su interior cuando la visitamos tiene retablos de estilo barroco
catedral_la_paz,5,la iglesia muy hermosa tanto por dentro y por fuera una belleza la verdad la misma es muy buena corta y te da a reflexionar yo que no soy tanto de ir a misa fue increible
catedral_la_paz,5,bonito y agradable
catedral_la_paz,5,excelente locacion historica y cultural de nuestra bella ciudad de la paz bcd
catedral_la_paz,5,visita obligada cuando vas a la paz frente el jardin y no puede faltar el costado del museo de arte
catedral_la_paz,5,this place is beautiful i would recommend it to anyone very well taken care of great place to see
catedral_la_paz,5,hermoso lugar y muy bien conservado
catedral_la_paz,5,un lugar religioso que lo tienen bien cuidado
catedral_la_paz,5,such a lovely simple cathedral standing tall in la paz theres no entrance fee
catedral_la_paz,3,pareciera que intentaron replicar el templo de valle real sin embargo la orientacion es incomoda por1ue por la tarde la luz le pega directo a algunas bancas
catedral_la_paz,5,bonito lugar para pasar una tarde
catedral_la_paz,5,es una iglesia muy pequenita la principal de la paz se encuentra frente al kiosco y el museo del arte que recomiendo visitar tambien
catedral_la_paz,5,sencilla pero hermosa
catedral_la_paz,5,muy sencilla pero bonita la arquitectura me gusto
catedral_la_paz,5,sencillo en la arquitectura y decoracion al interior y de un estilo sobrio por fuera
catedral_la_paz,3,linda iglesia normal
catedral_la_paz,5,es un bello lugar por dentro y por fuera que se encuentra ubicado en el centro de la paz baja california sur muy cerca del malecon su arquitectura exterior esta formada por dos grandes torres y esta recubierta por piedra mientras que en el interior es simple brindando asi un aspecto pacifico a un costado se encuentran las oficinas del obispado de la paz
catedral_la_paz,5,tranquilidad absoluta y muy hermosa la iglesia muy sobria sin tanto lujo
catedral_la_paz,5,muy lejos nada la iglesia
catedral_la_paz,5,me encanto
catedral_la_paz,5,arquitectonicamente una parroquia muy linda solo fuimos a una misa pero la homilia que dio el sacerdote fue muy linda y esperanzadora sobre el adviento
catedral_la_paz,5,hermoso templo
catedral_la_paz,5,la edificacion se mantiene en perfecto estado
catedral_la_paz,5,hermoso edificio asisti a misa
catedral_la_paz,5,catedral jesuita sumamente bonita imperdible en la paz
catedral_la_paz,5,linda limpia y bien cuidada
catedral_la_paz,5,casa de fe catolica arquitectura historica limpio un templo amplio y bello
catedral_la_paz,5,lugar de oracion y meditacion
catedral_la_paz,5,la catedral de nuestras senora de la paz muy bonita hacen misas no olvides pasar por un elote con el senor que esta frente ahi muy ricos elotes
catedral_la_paz,5,muy hermosa catedral acabados muy hermosos excelente ubicacion
catedral_la_paz,5,bella catedral en la hermosa perla del pacifico la paz bcs
catedral_la_paz,3,que bonita construccion y que siga manteniendose
catedral_la_paz,5,tiene una vista bella y los alrededores son confortables esta lleno de negocios realmente me encanto
catedral_la_paz,5,lugar agradable para visitar y conocer
catedral_la_paz,5,esta muy podre la catedral nunca eh entrado
catedral_la_paz,5,beautiful church in la paz if you need to say a prayer or two this is the place
catedral_la_paz,5,hermoso lugar
catedral_la_paz,5,hermoso recinto de mucha paz espiritual lo malo es que hay mucha gente pediguenos dentro de la iglesia no puede ser luego salimos u casi en cada esquina las gentes pidiendo una senora nos explico que es bonito pedir porque asi no se esfuerzan es el colmo
catedral_la_paz,5,muy bella la catedral de mi ciudad
catedral_la_paz,5,hermoso monumento
catedral_la_paz,4,arquitectonicamente interesante
catedral_la_paz,5,sitio historico
catedral_la_paz,5,bonitos alrededores
catedral_la_paz,4,carisimas las misas y los servicios y no son para ponerle aire acondicionado en vez de misa parece sauna que triste porque es la iglesia mas importante de la paz ojala pudieran recibir a sus feligres como se lo merecen
catedral_la_paz,5,lindo lugar
catedral_la_paz,4,ta chida es bonita
catedral_la_paz,5,icono del centro de la paz bonita catedral la visite de dia aunque recomiendan visitarla de noche
catedral_la_paz,1,me robaron
catedral_la_paz,5,muy hermosa la arquitectura super cerca del malecon no dudes en tomar la foto
catedral_la_paz,5,atencion oportuna en oficina horarios visibles los respetan
catedral_la_paz,5,primera iglesia construida en ka ciudad nos recuerda que la fe y esperanza en lo mejor de nosotros siempre es la ruta a seguir californios por siempre
catedral_la_paz,4,edificacion hermosa y de noche se ve genial
catedral_la_paz,5,muy hermosa la iglesia y de mucha historia
catedral_la_paz,5,simplemente hermosa
catedral_la_paz,5,siempre hermosa
catedral_la_paz,5,excelente lugar y bellisima su arquitectura
catedral_la_paz,5,beautiful as always it is a nice place to pray and spend time in the presence of the lord despite the hot weather outside the inside feels cool and peaceful
catedral_la_paz,5,excelente catedral emblematica de la paz bcs y muy limpia misas excelentes por el parroco de noche bien iluminada no dejen de visitarla
catedral_la_paz,5,un lugar muy amplio y muy fresco hay una plaza enfrente para caminar un rato y tomarse fotos bonitas
catedral_la_paz,5,a very beautiful church cathedral near el malecon city center the church was built 500 years ago well kept and still with all the intricate arches holding up the ceiling its still the city center with a shaded plaza with benches to sit and relax
catedral_la_paz,5,la antigua mision de la paz ahora catedral se ubica enfrente de un parque y tiene accesibilidad para discapacitados por dentro es austera y modesta pero tiene mas de 200 anos de construida tiene ventiladores para escuchar misa dominical sin mucho calor sus torres lucen desde lejos
catedral_la_paz,5,una cosa bella de verdad
catedral_la_paz,4,catedral de estilo neoclasico de la orden jesuita se ve mas bonita en la noche que en el dia y aunque en apariencia es sencilla la cantera le da un toque interesante ademas de la simbologia que conserva
catedral_la_paz,5,y de noche esta mas bella con la iluminacion
catedral_la_paz,5,hay varias misas en domingo nosotros fuimos a preguntar y tomamos la de las 8 de la noche les recomiendo preguntar antes ya que al menos nosotros no encontramos los horarios en ningun lado la catedral es amplia pero se llena nos gusto la misa
catedral_la_paz,1,en el ultimo ano he asistido regularmente unas dos veces por semana al area de catedral y jardin velasco y es cada vez mas triste y repugnante ver que esta infestado de ratones toda esa area y hace dos dias fui y caminando al rededor de catedral me salio una ratota del tamano de un conejo el otro dia me acerco a tirar una servilleta a un bote de basura y salto un raton no pues yo tambien salte del susto entre los arbustos encuentras botellas de bebidas alcoholicas basura ropa vieja colillas aaahhh y sobre los arbustos puedes encontrar variedad de ropa que ponen a secar no me imagino una novia con su cortejo y que de repente les salga una ratota y todos a correr o minimo un buen grito si se echan y pues en jardin velasco que me gusta tanto igual te encuentras muchos muchos muchos ratones basura el piso muy muy sucio personas indigentes dormidas en algun pasillo o entre los arbustos los botes de basura quebrados y hay pisos sueltos creo que el gobierno correspondiente debe poner mas atencion y mantenimiento a este bello jardin nos lo merecemos todos y ademas tenemos todo el ano muchos turistas que minimo van a catedral museo hoteles o comercios que estan por ese lugar menciono los dos lugares pues son areas contiguas y tienen el mismo problema ademas que ambas las rige el gobierno gracias
catedral_la_paz,5,muy hermosa
catedral_la_paz,5,muy pintoresco ideal para pasar un rato de relajacion
catedral_la_paz,5,bonita catedral se nota el estilo de mision
catedral_la_paz,5,such a beautiful church with so much history
catedral_la_paz,5,un lugar emblematico de la paz siempre es agradable pasar a ver este lugar
catedral_la_paz,5,our granddaughters were baptized in this beautiful church then the oldest did her first communion it was a beautiful ceremony
catedral_la_paz,4,bonita catedral en el centro de la paz buen alumbrado en la noche parada obligada para visitar
catedral_la_paz,5,bonito lugar para pasar la tarde
catedral_la_paz,5,no pude entrar tiene horario de afuera se ve bien no muy hostentosa
catedral_la_paz,5,hermosa construccion de piedra un techo decorado precioso con candelabros y se respira paz en su interior
catedral_la_paz,5,pequena sencilla y tranquila
catedral_la_paz,5,muy buena homilia
catedral_la_paz,4,me gusto mucho me toco misa de 6pm en sabado muy bonita la misa
catedral_la_paz,5,agradable y hermosa catedral
catedral_la_paz,5,templo emblematico de la paz
catedral_la_paz,4,de toute beaute illuminee en soiree
catedral_la_paz,5,lugar con mucha paz
catedral_la_paz,5,muy bella iglesia
catedral_la_paz,5,es maravilloso
catedral_la_paz,5,una ciudad magica con sus edificios hermosos
catedral_la_paz,2,el nombre de catedral le queda muy grande mas bien deberia de ser una mision es muy pequena y poco impactante en general no tiene algo que impresione demasiado
catedral_la_paz,5,hermoso edificio su historia y bella arquitectura son caracteristicos del lugar
catedral_la_paz,5,me brinda mucha paz asistir a misa en catedral
catedral_la_paz,5,maravilloso lugar
catedral_la_paz,5,muy bonita iglesia la misa no tanto jeje pero amerita visarla
catedral_la_paz,5,llena de historia con el muy peculiar tono de su fachada y el especial y bello interior su acustica cuando escuchas misa importante leer la resena historica en los muros del acceso principal
catedral_la_paz,5,sencilla y bonita
catedral_la_paz,5,un templo antiguo bonito
catedral_la_paz,4,punto de reunion religiosa
catedral_la_paz,5,peaceful and interesting historical catedral
catedral_la_paz,5,beautiful landmark in the center of la paz its lovely lit up at night
catedral_la_paz,5,impressive large cathedral imho its a must see when in la paz artwork inside is very nice
catedral_la_paz,5,beautiful catholics church
catedral_la_paz,5,muy bonita los domingos rock cristiano mucha actitud y energia positiva
catedral_la_paz,4,esta bonita muy util como punto de referencia
catedral_la_paz,5,excelente lugar para reflexionar y pedir por nuestros seres queridos
catedral_la_paz,4,lugar 100 horarios por actualizar
catedral_la_paz,5,lugar emblematico lleno de historia arquitectura unica el nacimiento hermoso
catedral_la_paz,5,a misa por el dia de la virgen
catedral_la_paz,5,hermosa catedral de nuestra senora de la paz su arquitectura la quietud y atmosfera de fe de estos lugares de culto envuelven recomendable
catedral_la_paz,5,hermosa catedral refleja claramente la epoca de su construccion es austera en general pero muy bien cuidada tiene una bella iluminacion nocturna recomendada su visita
catedral_la_paz,4,bonito lugar
catedral_la_paz,5,hermoso templo con mucha historia majestuoso fisico y espiritual
catedral_la_paz,5,bonita catedral muy rustica y bien cuidada
catedral_la_paz,5,magnifica de noche esta muy amena para caminar un rato
catedral_la_paz,3,por fuera esta bonita y la calle y la placita por dentro esta equis
catedral_la_paz,5,la catedral de la paz es muy bella
catedral_la_paz,5,momentos de paz y tranquilidad
catedral_la_paz,5,an old spanish mission church not bad
catedral_la_paz,5,muy bonita por fuera y por dentro pues no es ada del otro mundopero vale mucho la pena visitarla
catedral_la_paz,5,un lugar lleno de historia
catedral_la_paz,5,esta muy bonita
catedral_la_paz,5,transmite mucha paz esta catedral muy linda para realizar oraciones o incluso realizar una boda vale la pena visitarla para escapar por unos minutos de la cotidianidad recomendado para visitar
catedral_la_paz,5,excelente lugar para meditar tiene confesiones martes y sabado
catedral_la_paz,5,un lugar hermoso con una historia increible super recomendado
catedral_la_paz,5,lugar historico
catedral_la_paz,5,buen lugar
catedral_la_paz,5,hermosa faltaria aire acondicionado pero con fe aguantas
catedral_la_paz,5,hermoso lugar y muy bien cuidado
catedral_la_paz,5,lugar historico donde puedes tomar unas bellas fotos
catedral_la_paz,5,es una hermosa catedral y esta ubicada a lado del jardin y cerca del malecon me kede a la misa la noche le estuve ahi y estuvo muy bonita
catedral_la_paz,5,bella iglesia para visitar al frente estan las letras de la paz
catedral_la_paz,5,muy bonita la catedral afin a la epoca que fue construida
catedral_la_paz,5,hermosa iglesia todos los dias tienen misa esta a solo dos calles del malecon tambien te puedes confesar aqui
catedral_la_paz,5,lugar historico y muy bonita mision
catedral_la_paz,5,muy bonita arquitectura por dentro limpia y bien cuidada muy amplia con bastantes lugares para los creyentes que acuden ahi desde que uno entra se siente la paz y tranquilidad buscada
catedral_la_paz,5,preciosa la catedral sencilla pero esplendorosa
catedral_la_paz,5,muy bonita la catedral en la noche se ve fantastica con su iluminacion quede encantada de conocerla y poder visitarla en mis vacaciones dentro de la ciudad
catedral_la_paz,4,la catedral de la paz tiene una hermosa fachada y es un edificio que contribuye a la belleza del primer cuadro de la ciudad por dentro es mas sencilla hasta cierto punto minimalista sin embargo tiene el detalle de que siempre encontraras agua bendita en sus contenedores dentro de la catedral algo que ya es practicamente imposible encontrar sin pasar por caja en cualquier otra iglesia del pais casi siempre esta muy tranquilo y vacia lo que te permite reposar del calor de la paz y dedicar un momento a la reflexion y la oracion en el jardin de enfrente encontraras las clasicas letras con el nombre de la ciudad para la foto del recuerdo
catedral_la_paz,5,hermosa catedral
catedral_la_paz,5,oldest church built in 16 th century
catedral_la_paz,5,muy hermosa fachada
catedral_la_paz,5,hermoso lugar para conocer
catedral_la_paz,5,el de la paz
catedral_la_paz,5,bello lugar como dicen chiquita pero bonita un lugar espiritual lleno de historias por ser uno de los primeros santuarios de los misioneros en la baja california ubicada en el corazon del centro historico de la paz un lugar q no se debe dejar de visitar pues enfrente esta un bello parque y el museo de arte contemporaneo
catedral_la_paz,5,primera misa de 700am
catedral_la_paz,4,hermoso lugar
catedral_la_paz,5,always visit this place when i bring friends into town beautiful architecture and atmosphere its a must see in la paz extraordinary catholic cathedral
catedral_la_paz,5,una iglesia tranquila hay mucha paz 10 min de oracion ahi equivalen a mucha tranquilidad me gusto
catedral_la_paz,5,hermosa catedral ubicada en el centro de la paz baja california
catedral_la_paz,5,con su estilo muy particular la catedral de la paz refleja armonia en su entorno y es un agradable sitio para escuchar la palabra de dios
catedral_la_paz,5,hermosa iglesia
catedral_la_paz,5,beautiful old church across from a lovely plaza
catedral_la_paz,5,muy bonita la misa el lugar increible
catedral_la_paz,3,esta catedral ha tenido varias renovaciones con materiales nuevos tanto en suelos como en paredes por lo que tiene una apariencia de catedral nueva y no con historia para mi gusto ha perdido la esencia de una catedral que le da la patina del tiempo por lo que al visitarla tienes la sensacion de entrar en una iglesia del siglo xx
catedral_la_paz,4,bonito lugar por su arquitectura
catedral_la_paz,5,la zona es tranquila y cercas de el malecon
catedral_la_paz,5,antigua mision muy bien conservada vale la pena conocer
catedral_la_paz,5,a 2 cuadras hay unos excelentes tacos de birria
catedral_la_paz,5,imperdible visitar la catedral
catedral_la_paz,3,el disenos de esta catedral es buena me gusta 2023
catedral_la_paz,5,un lugar muy bonito para dar una vuelta por la noche sin embargo esta muy solo
catedral_la_paz,5,great walk and a beautiful church
catedral_la_paz,5,icono de la ciudad
catedral_la_paz,5,hermosa habia evento privado pero al finalizar dejaron entrar a ver el recinto y leer las placas que cuentan la historia sobre el cristianismo en la paz
catedral_la_paz,5,lugar hermoso y una plaza digna de admirar
catedral_la_paz,3,pueblos magicos hermosos
catedral_la_paz,5,1000 sunday mass of obligation bishop celebrant very welcoming and joyous
catedral_la_paz,5,la catedral es la sede del apostol que preside la diocesis es un lugar de encuentro con dios
catedral_la_paz,5,beautiful place
catedral_la_paz,5,la mas hermosa que e visitado
catedral_la_paz,5,the doctor through emergency were attentive informative knowledgeable diagnostic and treatment were effective and timely the medicine was avaliable across the street
catedral_la_paz,5,bonito lugar para fotos
catedral_la_paz,5,es muy hermosa la catedral de la paz bcs
catedral_la_paz,5,un bello lugar en la paz
catedral_la_paz,5,iconica iglesia del centro de nuestra ciudad un pedacito de historia de la paz bcs
catedral_la_paz,5,centrico bello templo misional
catedral_la_paz,5,muy limpio y no hay vendedores ambulantes
catedral_la_paz,1,no tiene horario de misas sugiero que lo pongan para nosotros los turistas
catedral_la_paz,5,another beautiful mexican catholic church it looks newer i was rushing so i prayed and kept going didnt get to learn the history do a quick stop here when in la paz 10 mins is enoughn
catedral_la_paz,5,hermosa y calida bienvenida por sus sacerdotes y ministros que los acompanan gracias infunitas por esos inolvidables regalos en especial a la sra aurora castro coro paz
catedral_la_paz,5,historico y actualmente en servicio excelente
catedral_la_paz,5,muy bien cuidada y excelente acustica
catedral_la_paz,4,beautiful 18th century cathedral
catedral_la_paz,5,vine por la misa me quede por la musica
catedral_la_paz,5,al 100 siempre es bueno tomar la misa dominical si eres turista
catedral_la_paz,5,bonito lugar bonita iglesia bonita toda la ciudad bonito baja california sur
catedral_la_paz,5,muy tranquilo y bonito por cierto recomendado
catedral_la_paz,5,la catedral me trae bonitos recuerdos de mi infancia y de cuando me case
catedral_la_paz,5,un lugar historico digno de visitar
catedral_la_paz,3,templo sencillo nada espectacular
catedral_la_paz,3,una catedral sencilla y de catedral solo es el nombre arquitectonicamente hablando y siendo estrictos es mas bien una iglesia chiquita buen mantenimiento
catedral_la_paz,5,iglesia tradicional y antigua la mas linda de la ciudad
catedral_la_paz,5,bonita muy bonita
catedral_la_paz,5,historico santuario donde iniciar el recorrido en la bella y tranquila ciudad capital de la baja california
catedral_la_paz,5,muy bello lugar
catedral_la_paz,5,muy bonito lugarlejos de creencias religiosas vale la pena apreciar su arquitectura y leer un poco sobre su historia
catedral_la_paz,5,me gusto su historia
catedral_la_paz,5,mucho calor pero hermosa
catedral_la_paz,5,excelente lugar buen ubicado
catedral_la_paz,5,una iglesia muy antigua y muy bonita
catedral_la_paz,5,hermosa la catedral
catedral_la_paz,5,beautiful old school church
catedral_la_paz,5,todos los arreglos que le han hecho al parque que esta enfrente le dan mas vista
catedral_la_paz,5,muy bonita catedral con su diseno rustico y sencillo
catedral_la_paz,5,hermosa la plaza la iglesia y la misa
catedral_la_paz,5,excelente homilia y muy buena organizacion de los feligreses
catedral_la_paz,5,visite la casa de dios muy reconfortable
catedral_la_paz,5,misa matutina
catedral_la_paz,5,muy padre visitar la catedral sana tu alma
catedral_la_paz,5,muy bella la catedral un lugar lleno de mucha paz
catedral_la_paz,4,muy historico edificio muy limpio
catedral_la_paz,5,fui hace 8 meses y es un lugar hermoso y hay tours a lugares cercanos que valen la pena visitar hay seguridad y la vida es tranquila
catedral_la_paz,3,nice cathedral to visit we saw it during the day unfortunately some of the stained glass windows are broken but beautiful wood beams worth 15 minutes and there is a nice park across the street and a free art museum across the street from the park
catedral_la_paz,3,it is a small church but it is nice to see the walk towards it is worth it and highly recommended there are some ice cream and coffee shops near by
